kiln_temperature,mill_vibration,motor_current,feed_rate,gas_pressure,negative_mill_vibration,negative_gas_pressure_reading,anomaly
1428.0,2.53,94.94,216.83,7.12,0,0,0
1456.54,1.23,118.14,252.39,3.91,0,0,0
1522.06,1.93,81.2,197.25,3.97,0,0,0
1378.21,2.46,103.14,244.88,4.91,0,0,0
1508.16,2.87,105.0,226.43,3.29,0,0,0
1450.51,2.15,128.68,228.69,2.54,0,0,0
1400.92,4.41,158.27,244.88,2.74,0,0,0
1473.11,3.13,113.26,221.5,6.11,0,0,0
1459.95,2.7,124.85,315.63,4.58,0,0,0
1419.99,1.34,138.56,189.9,4.35,0,0,0
1453.49,2.45,123.6,220.07,6.85,0,0,0
1430.73,2.91,95.0,249.73,4.74,0,0,0
1455.68,2.43,110.18,303.31,5.45,0,0,0
1483.11,2.39,127.45,232.13,4.96,0,0,0
1529.3,2.37,128.62,290.16,6.59,0,0,0
1388.11,1.94,151.07,259.83,4.15,0,0,0
1556.65,1.5,126.56,257.52,5.63,0,0,0
1352.4,4.25,144.16,236.34,7.61,0,0,0
1442.41,1.7,108.3,254.41,4.79,0,0,0
1479.42,2.13,85.46,329.57,3.47,0,0,0
1464.05,2.7,121.87,228.55,4.9,0,0,0
1418.87,0.86,156.91,185.12,2.4,0,0,0
1439.59,3.74,108.61,240.07,5.73,0,0,0
1420.53,1.3,133.66,301.35,4.0,0,0,0
1467.85,3.27,116.43,230.58,3.4,0,0,0
1415.35,2.48,128.14,227.34,4.6,0,0,0
1494.98,3.3,91.94,243.83,2.77,0,0,0
1465.36,3.72,118.43,276.53,3.79,0,0,0
1490.64,1.84,128.57,177.13,5.46,0,0,0
1936.13,9.09,110.2,270.24,3.36,0,0,1
1408.55,1.54,125.9,283.71,5.25,0,0,0
1421.99,2.13,123.82,234.39,4.67,0,0,0
1487.36,2.56,124.05,252.88,5.77,0,0,0
1480.52,2.62,118.13,347.53,3.61,0,0,0
1448.95,1.82,98.13,241.65,3.96,0,0,0
1455.87,2.98,131.81,252.97,5.26,0,0,0
1513.88,1.33,117.28,278.12,6.76,0,0,0
1477.35,3.36,127.08,265.35,5.46,0,0,0
1439.89,1.86,102.74,250.4,5.79,0,0,0
1880.76,8.6,106.96,251.57,5.63,0,0,0
1504.94,3.81,131.63,273.22,4.82,0,0,0
1491.27,2.49,123.78,281.13,4.88,0,0,0
1490.68,3.58,129.8,215.12,5.14,0,0,0
1515.27,1.42,98.94,259.84,4.3,0,0,0
1451.05,2.03,124.48,289.45,6.15,0,0,0
1484.1,2.68,119.11,210.81,6.08,0,0,0
1434.49,1.67,108.43,298.36,4.42,0,0,0
1466.21,2.13,115.47,267.85,4.98,0,0,0
1443.49,2.62,121.09,254.36,4.34,0,0,0
1901.32,8.34,107.1,247.18,3.44,0,0,0
1479.76,2.25,142.01,225.11,4.76,0,0,0
1409.09,1.03,118.83,208.38,5.29,0,0,0
1554.62,1.98,133.41,187.66,4.72,0,0,0
1399.7,1.38,121.68,247.94,4.4,0,0,0
1389.29,2.44,109.84,253.48,5.34,0,0,0
1507.91,2.47,115.9,327.5,4.26,0,0,0
1489.58,2.4,112.16,195.72,4.55,0,0,0
1481.21,1.75,129.28,285.66,4.3,0,0,0
1481.42,1.16,129.29,310.9,5.51,0,0,0
1449.39,3.64,97.37,249.16,4.46,0,0,0
1405.14,2.52,116.92,239.06,5.55,0,0,0
1453.79,2.25,130.82,202.75,4.63,0,0,0
1416.14,2.45,111.02,260.37,5.79,0,0,0
1498.76,1.43,121.04,267.49,6.25,0,0,0
1442.65,3.53,132.35,166.8,3.86,0,0,0
1408.73,1.93,113.33,281.49,3.82,0,0,0
1433.93,2.41,134.41,185.73,5.67,0,0,0
1470.65,2.89,124.36,304.6,4.73,0,0,0
1421.81,3.07,132.6,261.94,5.25,0,0,0
1408.89,2.48,131.99,252.78,3.36,0,0,0
1462.18,1.68,101.23,233.89,4.55,0,0,0
1462.25,2.98,141.81,242.45,5.07,0,0,0
1424.65,3.18,143.2,235.16,5.46,0,0,0
1426.45,3.44,118.97,208.91,3.95,0,0,0
1461.6,2.93,136.88,234.51,5.16,0,0,0
1377.6,4.18,121.94,290.26,4.78,0,0,0
1379.63,2.62,127.78,272.91,3.94,0,0,0
1414.08,2.66,146.87,267.9,5.21,0,0,0
1439.33,3.48,129.91,245.69,4.52,0,0,0
1465.55,3.79,110.38,284.29,5.26,0,0,0
1523.77,3.61,117.72,228.79,6.46,0,0,0
1492.88,2.44,113.82,256.45,5.08,0,0,0
1442.0,3.11,112.44,309.41,3.27,0,0,0
1449.05,3.35,123.31,247.63,5.77,0,0,0
1399.87,2.55,116.49,190.93,5.01,0,0,0
1449.07,1.82,128.48,250.96,4.73,0,0,0
1435.57,1.7,126.91,285.95,5.54,0,0,0
1466.14,2.8,127.76,281.71,5.67,0,0,0
1408.64,3.2,117.38,230.59,4.8,0,0,0
1475.97,2.13,127.07,173.51,5.71,0,0,0
1526.64,1.89,120.29,165.99,4.01,0,0,0
1444.56,2.09,123.3,303.5,5.06,0,0,0
1470.09,2.62,116.01,237.27,4.07,0,0,0
1484.51,3.12,110.77,214.2,5.38,0,0,0
1429.94,2.8,111.9,277.99,7.0,0,0,0
1461.2,2.51,137.33,207.83,6.74,0,0,0
1450.63,3.61,144.54,234.91,6.99,0,0,0
1454.88,4.68,117.72,187.73,4.5,0,0,0
1411.35,2.51,118.32,247.22,6.75,0,0,0
1451.23,3.79,88.44,210.58,5.14,0,0,0
1474.9,1.95,117.39,223.88,4.99,0,0,0
1522.56,3.41,99.53,251.7,6.18,0,0,0
1497.96,1.84,137.3,245.14,5.85,0,0,0
1557.66,2.22,99.65,225.43,4.41,0,0,0
1411.63,2.47,132.1,272.37,5.58,0,0,0
1493.62,0.96,146.03,234.74,6.1,0,0,0
1459.17,1.04,127.46,245.76,3.4,0,0,0
1559.49,1.82,102.76,252.68,4.79,0,0,0
1409.59,3.56,115.85,303.44,4.71,0,0,0
1408.01,2.31,118.05,236.04,3.4,0,0,0
1420.03,3.23,129.89,283.46,8.16,0,0,0
1343.81,1.18,92.35,198.97,5.51,0,0,0
1423.71,2.79,105.13,267.6,4.64,0,0,0
1412.04,2.85,151.96,180.8,5.51,0,0,0
1457.52,1.73,140.64,273.3,5.85,0,0,0
1467.09,3.99,121.08,283.11,4.27,0,0,0
1543.81,1.49,104.82,176.34,3.29,0,0,0
1497.52,2.31,115.52,161.63,3.97,0,0,0
1421.15,4.46,132.65,221.91,5.15,0,0,0
1405.08,1.74,119.31,269.46,6.62,0,0,0
1474.6,2.0,118.45,240.98,4.13,0,0,0
1383.99,2.62,144.0,251.55,4.96,0,0,0
1541.57,1.44,125.76,303.98,5.7,0,0,0
1508.97,2.91,111.58,253.73,4.01,0,0,0
1426.54,1.08,135.47,232.14,5.2,0,0,0
1364.34,2.5,119.65,238.27,7.72,0,0,0
1517.69,3.66,110.6,292.79,5.38,0,0,0
1444.27,3.01,123.48,342.86,4.5,0,0,0
1511.89,2.47,144.46,342.84,8.46,0,0,0
1370.28,2.24,132.48,360.35,5.04,0,0,0
1420.03,2.43,124.37,167.98,4.28,0,0,0
1450.26,2.27,109.5,226.95,5.05,0,0,0
1452.35,2.82,142.37,242.7,5.27,0,0,0
1427.5,3.02,131.74,289.64,4.87,0,0,0
1481.14,2.61,116.86,303.69,4.4,0,0,0
1396.62,3.06,138.63,341.21,4.55,0,0,0
1442.88,2.91,141.75,221.25,5.25,0,0,0
1456.01,1.5,100.49,258.4,4.06,0,0,0
1475.72,0.63,96.61,244.89,5.56,0,0,0
1485.58,2.64,118.13,269.53,5.99,0,0,0
1393.77,2.14,130.71,242.04,5.74,0,0,0
1794.74,8.42,108.48,260.27,4.42,0,0,0
1513.88,3.84,139.25,221.66,6.11,0,0,0
1466.62,2.29,141.32,225.15,5.06,0,0,0
1412.58,2.75,105.71,208.85,5.12,0,0,0
1527.56,1.82,112.59,276.09,4.32,0,0,0
1455.78,2.89,109.6,268.71,4.88,0,0,0
1508.96,1.87,111.41,246.1,4.67,0,0,0
1453.38,3.3,118.02,217.89,4.89,0,0,0
1553.04,2.6,113.4,188.98,5.81,0,0,0
1537.77,2.38,118.55,253.5,5.46,0,0,0
1498.58,1.4,150.67,289.45,5.62,0,0,0
1482.27,2.96,113.61,246.22,5.06,0,0,0
1984.42,10.86,108.09,231.0,3.39,0,0,1
1401.75,2.69,141.04,331.44,5.04,0,0,0
1484.3,2.32,109.27,264.51,4.36,0,0,0
1502.92,2.54,150.36,283.79,3.7,0,0,0
1362.06,2.39,126.6,220.43,5.88,0,0,0
1390.84,1.94,130.57,235.18,4.8,0,0,0
1348.04,1.42,133.62,235.32,4.27,0,0,0
1436.53,1.43,124.71,234.92,4.27,0,0,0
1485.88,1.95,114.85,254.99,3.97,0,0,0
1525.12,2.57,132.69,314.46,3.91,0,0,0
1453.7,1.44,117.58,235.36,3.59,0,0,0
1531.43,2.44,127.03,264.61,5.09,0,0,0
1380.99,1.9,94.65,221.14,3.75,0,0,0
1364.83,1.16,126.54,252.1,6.53,0,0,0
1447.22,1.99,138.69,290.41,3.0,0,0,0
1469.2,2.69,142.41,284.05,6.14,0,0,0
1448.37,2.0,117.09,254.93,4.59,0,0,0
1346.63,3.68,115.85,290.81,5.74,0,0,0
1445.54,3.0,102.25,223.63,4.48,0,0,0
1384.78,3.34,113.29,190.16,6.25,0,0,0
1483.48,4.99,99.96,214.25,6.19,0,0,0
1468.33,2.04,137.84,291.9,4.67,0,0,0
1403.01,1.35,142.49,315.76,6.79,0,0,0
1861.4,5.92,88.52,326.56,4.3,0,0,1
1446.87,2.81,132.32,292.5,4.18,0,0,0
1497.76,2.65,108.54,240.51,3.62,0,0,0
1400.71,2.14,110.12,267.07,5.57,0,0,0
1475.2,2.83,109.73,260.1,4.8,0,0,0
1423.49,3.41,119.97,285.58,6.75,0,0,0
1410.36,1.9,126.12,344.93,5.18,0,0,0
1444.65,1.76,107.93,180.68,3.34,0,0,0
1398.24,4.07,130.72,216.51,4.85,0,0,0
1422.32,1.6,114.6,252.29,3.95,0,0,0
1390.11,3.18,111.0,259.19,7.0,0,0,0
1548.24,2.34,106.55,295.34,4.79,0,0,0
1451.76,3.69,110.93,217.72,4.53,0,0,0
1415.01,2.27,116.7,273.85,5.36,0,0,0
1908.97,8.92,125.72,283.3,2.87,0,0,1
1444.38,1.45,87.53,209.88,4.16,0,0,0
1438.95,1.96,122.68,246.63,4.76,0,0,0
1480.71,2.7,134.47,177.59,5.16,0,0,0
1487.88,1.97,130.54,268.7,6.2,0,0,0
1423.47,1.47,126.82,172.07,4.74,0,0,0
1421.21,4.2,122.52,248.64,4.07,0,0,0
1436.25,2.48,146.15,186.74,4.39,0,0,0
1334.9,3.42,128.94,319.85,5.84,0,0,0
1374.24,4.03,140.56,275.73,3.84,0,0,0
1518.34,2.08,120.59,237.02,5.37,0,0,0
1437.55,2.56,128.23,227.52,4.73,0,0,0
1478.83,2.88,138.65,319.28,4.89,0,0,0
1465.56,3.39,119.08,268.27,6.58,0,0,0
1603.94,3.28,123.37,235.13,4.91,0,0,0
1443.6,2.24,115.21,296.64,6.02,0,0,0
1402.22,2.49,116.48,254.33,4.35,0,0,0
1790.01,4.74,93.91,233.09,3.73,0,0,0
1460.17,3.07,115.7,236.29,5.12,0,0,0
1845.56,13.76,131.74,224.89,3.46,0,0,1
1378.89,2.71,136.51,225.19,3.92,0,0,0
1417.67,3.62,135.25,247.77,5.74,0,0,0
1395.92,3.17,122.24,323.26,3.74,0,0,0
1534.36,2.06,127.0,216.67,4.8,0,0,0
1494.08,1.79,125.03,282.62,4.09,0,0,0
1449.6,1.59,130.67,229.53,6.17,0,0,0
1524.0,2.6,109.9,199.94,5.67,0,0,0
1453.87,2.95,78.18,293.21,5.62,0,0,0
1406.94,2.99,133.83,239.05,4.92,0,0,0
1526.16,1.59,124.87,274.41,6.14,0,0,0
1476.95,3.49,106.22,307.9,4.43,0,0,0
1398.14,2.06,117.26,204.54,4.43,0,0,0
1440.48,2.6,143.65,221.84,4.78,0,0,0
1406.22,1.99,137.72,290.18,5.92,0,0,0
1380.86,1.55,145.5,255.63,4.85,0,0,0
1496.31,1.49,124.19,289.18,5.12,0,0,0
1545.47,3.07,88.88,288.88,5.42,0,0,0
1380.07,2.49,135.67,231.99,4.71,0,0,0
1478.15,1.62,127.2,253.65,6.55,0,0,0
1417.47,2.0,120.98,273.98,3.46,0,0,0
1425.64,3.64,124.3,255.35,4.48,0,0,0
1420.38,3.21,139.85,253.09,3.31,0,0,0
1406.8,2.99,127.83,174.1,5.2,0,0,0
1452.43,4.19,100.18,242.74,3.51,0,0,0
1408.45,3.7,102.63,283.66,4.27,0,0,0
1463.52,2.53,112.27,182.48,4.87,0,0,0
1447.49,2.07,107.48,254.1,3.57,0,0,0
1438.05,4.57,128.04,216.59,4.55,0,0,0
1404.62,3.46,138.52,297.4,4.21,0,0,0
1421.16,2.06,117.74,271.0,5.24,0,0,0
1487.77,1.43,126.44,297.51,5.29,0,0,0
1475.05,0.7,123.31,206.08,6.03,0,0,0
1401.12,1.48,106.64,223.71,4.71,0,0,0
1454.97,2.12,113.08,222.17,6.47,0,0,0
1487.57,3.57,106.97,259.5,4.06,0,0,0
1366.53,3.29,129.39,232.18,6.79,0,0,0
1477.17,2.71,94.72,245.9,6.83,0,0,0
1416.87,2.99,124.71,249.03,3.88,0,0,0
1478.53,1.87,107.73,273.02,5.14,0,0,0
1411.84,1.45,129.44,203.45,4.94,0,0,0
1359.76,2.32,132.41,295.63,4.36,0,0,0
1368.62,3.29,147.15,246.31,6.34,0,0,0
1452.4,2.54,119.79,207.15,4.72,0,0,0
1911.95,9.71,85.37,198.41,5.57,0,0,1
1481.93,1.46,126.03,227.91,4.28,0,0,0
1366.92,2.73,117.66,250.3,6.03,0,0,0
1446.7,2.19,113.64,208.51,5.01,0,0,0
1389.45,3.37,135.41,220.59,4.63,0,0,0
1417.41,1.24,104.84,238.77,5.27,0,0,0
1452.37,3.73,121.66,256.52,5.13,0,0,0
1406.98,1.51,113.15,185.9,6.79,0,0,0
1869.85,7.19,111.48,285.22,4.52,0,0,0
1500.31,1.31,140.14,236.93,7.32,0,0,0
1421.16,3.31,115.47,259.67,4.9,0,0,0
1491.78,1.61,106.64,198.97,5.48,0,0,0
1393.51,2.06,140.53,294.5,5.39,0,0,0
1476.49,3.33,98.07,234.83,3.98,0,0,0
1522.08,2.09,112.72,220.54,4.9,0,0,0
1326.42,2.44,132.6,201.58,4.04,0,0,0
1410.16,2.97,113.71,229.41,6.2,0,0,0
1478.85,2.78,133.87,234.19,6.76,0,0,0
1439.85,2.67,130.33,249.41,5.23,0,0,0
1468.56,2.03,113.6,251.12,4.97,0,0,0
1419.8,2.19,85.97,271.52,4.29,0,0,0
1454.33,2.85,114.75,257.88,4.56,0,0,0
1442.22,2.27,124.93,204.71,4.44,0,0,0
1508.39,2.7,110.82,217.28,4.8,0,0,0
1462.72,0.96,119.76,289.83,5.08,0,0,0
1466.88,2.48,149.15,222.99,4.85,0,0,0
1429.41,2.93,125.51,206.66,5.72,0,0,0
1425.62,3.03,127.47,224.71,3.01,0,0,0
1428.37,2.33,98.24,204.79,5.79,0,0,0
1469.72,2.76,125.59,239.51,4.28,0,0,0
1428.95,2.02,121.33,254.0,3.62,0,0,0
1464.49,3.63,115.59,251.03,6.23,0,0,0
1553.77,2.23,125.27,220.67,5.6,0,0,0
1493.56,3.52,144.08,208.54,6.08,0,0,0
1433.7,2.41,92.98,238.46,5.72,0,0,0
1510.06,1.57,135.8,264.34,5.59,0,0,0
1868.32,7.32,106.8,211.46,4.78,0,0,0
1348.09,1.7,103.92,237.75,4.47,0,0,0
1399.6,2.28,129.43,221.53,5.49,0,0,0
1356.46,1.68,110.81,198.75,4.05,0,0,0
1432.42,2.32,107.32,214.86,5.02,0,0,0
1450.92,3.29,109.0,236.93,3.45,0,0,0
1533.82,3.65,115.46,262.16,6.69,0,0,0
1466.35,2.01,98.17,242.66,5.43,0,0,0
1439.04,3.08,98.84,258.89,6.91,0,0,0
1491.47,3.72,91.83,224.62,4.53,0,0,0
1339.44,1.57,115.56,217.73,6.96,0,0,0
1461.78,1.13,110.46,259.01,5.97,0,0,0
1488.54,1.39,101.99,259.64,4.88,0,0,0
1376.07,2.46,118.31,318.14,5.51,0,0,0
1507.19,0.76,130.94,334.47,3.36,0,0,0
1466.92,3.42,87.72,256.71,6.18,0,0,0
